disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1643,4418,8999191.49,8194081.13,805110.36,14406821.44,3129951.94,11388030.49,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1662883,fb7b048b46769f8b2add16b0eb53b849f2d66b8c,2023-11-02T05:42:36.831Z,a0de50db-0ff4-4751-b0aa-b1e3c092783a
1644,581,1013205.06,934193.09,79011.97,3764478.02,499112.39,3298125.88,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,85895,16fd058bf419ec071b91b4fbfaa4059e5fe386de,2023-11-02T05:42:36.831Z,4c39043a-2c7e-44fb-bafe-b009e7b57cd4
1645,,,,,7378304.78,1365272.14,5411784.82,2023-11-02T00:00:00.000Z,,373069,135181f0a34bd8adf5f049b1ef7dc1ce280b494f,2023-11-02T04:02:44.321Z,0c29907e-e221-492e-ac3d-6a58fc81749a
1646,,,,,35359079.9,5348080.36,27584939.92,2023-11-02T00:00:00.000Z,,1394670,ec40f8b4bafe003ddcc0bdc854cc800830141960,2023-11-02T04:02:44.321Z,0c9108f2-5fa7-42b5-9cea-74338ca5281c
1647,,,,,3177445.62,124778.3,3045175.82,2023-11-02T00:00:00.000Z,,160630,e86294e746b216a69548f3998121b63ac9295670,2023-11-02T04:02:44.321Z,d1829ca3-d87d-48d2-afe3-bcaa0870a512
1648,,,,,7012366.06,943817.7,5957663.65,2023-11-02T00:00:00.000Z,,375402,ad6bbd15bc92355a601a2f3c91135003d2cf5f26,2023-11-02T04:02:44.321Z,411ff428-60a6-498a-8af5-8d3788a8fb35
1649,8144,20691866.81,17761717.66,2930149.15,83099595.01,10974939.6,71652052.96,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,5503215,9e8f2c59e1d92b98bf97e0bc7c351a23f48d2d19,2023-11-02T05:42:36.831Z,6f851e0f-c542-48b9-8344-b39509d949ca
1650,9309,31528398.09,24766553.19,6761844.9,218051022.04,29227725.38,175593249.2,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,10584690,acd9df05b49f0bf65b33a2417b6a133748840fd8,2023-11-02T05:42:36.831Z,9aa35f71-8f00-463c-b653-d3e44a08b0a6
5462,,,,,,,,,,0,a348df1c783858e35716f6a90635f6b74e2a9d67,2023-04-17T23:02:47.828Z,fa27ee3d-d5f9-47c3-9995-6f1923a2745d
1652,,,,,8321148.68,1153887.8,7059572.88,2023-11-02T00:00:00.000Z,,760524,db464a059d4d56c76b7c087d8f29fb52aca68f88,2023-11-02T04:02:44.321Z,4d127378-7103-4bc5-83a6-830993c34488
1651,5790,8830355.16,7477482.29,1352872.87,,,,,2023-11-02T00:00:00.000Z,1685290,72f86324af162aed8c2e5e797a743a031b3391e1,2023-11-02T05:42:36.831Z,9d910906-ca68-4f43-8526-5eb0722ed12b
1654,,,,,534107.74,99138.55,441779.67,2023-11-02T00:00:00.000Z,,53347,587659c8ee4e8e1fa53fdf7bee301a494df0efc5,2023-11-02T04:02:44.321Z,87486978-495d-4aa3-8e2e-7498cf5755f4
1655,,,,,7144503.13,1485639.3,4938085.92,2023-11-02T00:00:00.000Z,,307609,60ad0116218b0937064daf1857085b66af8680b9,2023-11-02T04:02:44.321Z,b293291e-ec68-4dae-a5e1-9c0b87b4ea21
5463,,,,,,,,,,0,9d3ff798d2e5b37affedc7e45132d7c1bd984aa2,2023-04-17T23:02:47.828Z,d34ce3a0-6b11-4ad1-b372-9d1feb6b3c37
1653,325,542186.19,431234.49,110951.7,2262523.33,2169929.36,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,52500,986bdd20672422444940134cba86e6b4fac18c5c,2023-11-02T05:42:36.831Z,6be5f74d-ee8d-45e0-a9ff-ca6989e181bd
1656,4015,9412548.07,8152005.28,1260542.79,7435852.31,1409408.52,6040207.37,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,2797299,8e9f43ed0d0e74c1af6566337c38bdff34599af7,2023-11-02T05:42:36.831Z,054bf124-cd49-4fa8-aef0-9c939a146421
1657,,,,,985181.75,116917.34,724333.62,2023-11-02T00:00:00.000Z,,73741,96014673241e535445fd8c80d1c5b86bb3dbff5d,2023-11-02T04:02:44.321Z,e2ef85e2-e386-47ec-8384-da4a47a10f01
1658,1972,4604303.23,3601405.13,1002898.1,7092979.92,4064041.31,2978902.66,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,843339,68eff3d8076340c1b20f5672b3338e3b2b65ceec,2023-11-02T05:42:36.831Z,f1f45719-892a-4634-bfbe-29bc4191e419
1659,570,1734450.72,1077205.11,657245.61,32673168.62,5635097.89,26358472.57,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,37359,f8bb22b3389ddf0eaf1b471f62526b4381e379a9,2023-11-02T05:42:36.831Z,fc1909a8-83b3-4c47-94f1-e949f77a96e1
1660,,,,,10997536.94,2311503.82,8535563.57,2023-11-02T00:00:00.000Z,,1123094,9e3fa89ced8a22ba2db83471c93f43fd30c67919,2023-11-02T04:02:44.321Z,5b7d6fe3-ec6e-4570-85c0-d8015f6b52ab
1661,,,,,37319126.81,13118437.56,21598221.43,2023-11-02T00:00:00.000Z,,1713943,bbde021378006d959fca129cdba0da3f40877806,2023-11-02T04:02:44.321Z,9634b090-9d76-49ed-b8c8-0a01c86d9458
1663,,,,,9169973.3,783529.61,8173862.99,2023-11-02T00:00:00.000Z,,1257854,381dd5d02b1451c3bc0cbc6afc72a79f24b0776a,2023-11-02T04:02:44.321Z,e0e6b80a-2a3a-4c29-8912-06186d2c1291
1662,4211,12105107.36,11102170.39,1002936.97,,,,,2023-11-02T00:00:00.000Z,939730,2ff649eb75a1f777f0c4276fadfcd4b52dbd7bc1,2023-11-02T05:42:36.831Z,53384584-ffcd-44f3-acca-c2e3b0bb748e
1664,2635,9498514.38,9442754.21,55760.17,20136568.72,2231924.98,16598853.46,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1660378,63f9cd47d559c887d6d5849ab9705995d2f394f9,2023-11-02T05:42:36.831Z,225ff722-5983-4561-b7dc-c7f8e835e46c
1666,,,,,3058863.94,3025216.69,0,2023-11-02T00:00:00.000Z,,339901,346ce3e2466694783de730953a2d781f6064a163,2023-11-02T04:02:44.321Z,fe6c97dc-af13-4660-952c-46f118619cf0
1665,8173,9121209.04,6373884.58,2747324.46,112329438.73,107788894.78,2005515.19,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,7291700,0ee2e68d1a838ac0b26242f688f138b8bf8033de,2023-11-02T05:42:36.831Z,c4ef227f-00fb-4604-a166-2b46412eb6c8
1667,,,,,670103.7,,670103.7,2023-11-02T00:00:00.000Z,,128567,4101cec5eddfb82ef2692c0ddb3c87639f49b319,2023-11-02T04:02:44.321Z,dc68c3a5-dc8f-4a00-99b1-0a5e81862e51
1668,1753,6102556.19,5396714.93,705841.26,10048518.85,656308.69,9236288.81,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,0,9fd1b7e54b16c3c4a75e44ee2b252b8538e1c5ea,2023-11-02T05:42:36.831Z,42589498-cc3b-47d2-8781-ab30f1be0a30
1669,,,,,9244257.84,1454023.1,7450873.21,2023-11-02T00:00:00.000Z,,1055799,48253e36a21b2ab400a3b2d9a984b86ae495a03a,2023-11-02T04:02:44.321Z,3165ab19-3ad2-4f4b-9d69-6d6d8dd999ef
1670,937,2979765.22,2744484.82,235280.4,30215066.75,1842018.13,24695916.93,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,0,3bdb37dbc930e5494d9362db37851d3be2f3d31c,2023-11-02T05:42:36.831Z,c8f1b700-5ccd-4aad-9e5c-c6f6ec4c005c
1671,1012,5388213.23,4388471.79,999741.44,29311170.4,6411805.81,21462981.8,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,4299208,5d62bffa327ac1a85a010655bbed065401d46997,2023-11-02T05:42:36.831Z,7646e768-3cc5-488b-b4f6-b7194083c142
1672,,,,,4290223.59,1187862.31,3152429.25,2023-11-02T00:00:00.000Z,,1340672,9b65c6b1581c3a6b8c018fab3ed5873561ea65a2,2023-11-02T04:02:44.321Z,e0506a79-966c-47aa-a8a3-85cca3431359
1673,,,,,6654375.1,5436752.43,1193597.49,2023-11-02T00:00:00.000Z,,1213406,ed8ebd0ee943e934bb675ebc760d1bfa65ffd53c,2023-11-02T04:02:44.321Z,077531ff-de2b-4537-aad4-2a7e57e22f16
5324,,,,,,,,,,1605679.6,ffdb89168960be79388a075cd00f092579ef9010,2023-05-03T20:04:46.928Z,3d85dc59-3153-47c4-9717-e0daa6e76ca9
1674,,,,,124357843.32,4764531.32,119436182.08,2023-11-02T00:00:00.000Z,,17408694,73ebd65bb3e4ec76bfbea29703746723b101e691,2023-11-02T04:02:44.321Z,b1410116-3f8a-46f8-8d03-bd9882febf2e
1675,,,,,240543859.57,2159373.67,237654268.12,2023-11-02T00:00:00.000Z,,32870167,9c940b62c632f13b93c1b72405d12ea8c56fba24,2023-11-02T04:02:44.321Z,e9186564-b79f-4529-9d36-b1eca8ca36a6
1676,,,,,106468427.8,50424683.6,55998359.05,2023-11-02T00:00:00.000Z,,16724761,d50f80b0d0a8d1f0661d0f1a0483a6bfa1d2f82d,2023-11-02T04:02:44.321Z,55cf863f-5a75-492e-85f5-7652bf277425
1677,,,,,6768439.14,530628.13,6196747.37,2023-11-02T00:00:00.000Z,,237184,5ba71a17cc85fd8c856e255e61526339263a7549,2023-11-02T04:02:44.321Z,1baad384-c68d-4de1-9629-0f6a4e1c623a
1678,,,,,75910130.6,35316542.58,40198398.8,2023-11-02T00:00:00.000Z,,9858211,e01800d6132749982d744bd1de9d395fb7cc3eef,2023-11-02T04:02:44.321Z,ba4e25bc-ad13-4e98-a0c2-d4c6d453312c
1679,531,3655288.86,3024688.43,630600.43,10278159.2,7638572.95,2374495.13,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,2327370,7c3a03defadfbd40253a1611af482337c5ae419e,2023-11-02T05:42:36.831Z,f27d76b4-a738-4b01-aecc-2a9cc6d68ca7
1681,,,,,21894005.83,12401650.88,9709104.75,2023-11-02T00:00:00.000Z,,2866338,7a77a5c3b80a09d83b67766573e93e2900fd4a87,2023-11-02T04:02:44.321Z,b3512da6-fc0b-498f-9203-1a32ca10db99
1682,,,,,30374675.17,8487345.37,21269934.67,2023-11-02T00:00:00.000Z,,4507985,5e3b10834f92f45ef2a1e1b219abeb263ccddcd2,2023-11-02T04:02:44.321Z,f00a3075-fdca-4455-8f9b-1be1fa884768
1683,,,,,5095726.19,1278165.2,3845431.28,2023-11-02T00:00:00.000Z,,893692,1c96d9dffb33c631d040525064ac9fab1af6e9d2,2023-11-02T04:02:44.321Z,597cdf5a-8a5a-444d-a014-add61555c69b
1684,,,,,10083964.13,1480899.87,8556389.45,2023-11-02T00:00:00.000Z,,1223627,41027976ea3f8d0a2c19f170c024cdff4a643b84,2023-11-02T04:02:44.321Z,ae77589f-fe84-41e2-b032-6ae8f762e1b6
1680,132,943028.88,798183.02,144845.86,,,,,2023-11-02T00:00:00.000Z,238501,6ebf1c486316de5f9bb3a81127222162c7ac2bf2,2023-11-02T05:42:36.831Z,b10920db-28de-4702-8ec9-e663cfbc5ed5
1685,268,862378,699848.72,162529.28,,,,,2023-11-02T00:00:00.000Z,0,c1bd86a25e574cc6c3b7cef21726903c6339e4ec,2023-11-02T05:42:36.831Z,3b1588b0-2dac-4a57-ac31-548a5a759402
1686,313,1354036.12,906501.94,447534.18,50808150.05,29983464.9,20449721.81,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,8877853,a9b240687abe1ffe2bc2b6d34929e8f9379af79c,2023-11-02T05:42:36.831Z,fb7e6bfb-5daa-4cf8-a5c9-902d4909d3a1
1240,,,,,25888496.72,16028598.82,9859897.9,2023-11-02T00:00:00.000Z,,3479614,50ecb6021ac352f6603db5103acbc9ed55cd73a7,2023-11-02T06:08:11.521Z,8187d654-9855-47fd-bfd0-0c07388b8753
1687,352,1669966.27,1176166.5,493799.77,10437817.83,3032359.16,7388636.85,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1560380,1fb163576d9662882a06e4bba6d0062f425ae814,2023-11-02T05:42:36.831Z,56111fb7-5199-4df0-b922-1f22538e5241
1688,,,,,65377279.14,13939362.28,50951621.84,2023-11-02T00:00:00.000Z,,8187875,ac6c272f534ba49ec0d94a3ab0744df7b1b174b6,2023-11-02T04:02:44.321Z,1649bd00-6462-493a-bb9e-834c3c6741f9
1691,,,,,1241633.57,62621.91,1202083.38,2023-11-02T00:00:00.000Z,,186168,e6b089a1bdfd7ecd4809e666ff663da1d3fa5037,2023-11-02T04:02:44.321Z,d030aeca-7499-49bb-9868-919d1c15ae87
1690,201,916208.97,706944.53,209264.44,,,,,2023-11-02T00:00:00.000Z,0,2f8c18613f1b829d602e81d026dbb8dd42c8734e,2023-11-02T05:42:36.831Z,fca56bb8-ce15-4c3a-bfa0-4e86ad3cb46f
1692,5215,12307474.22,11097850.83,1209623.39,85457156.97,11882512.61,62731744.96,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1680577,d2174885f4c650e7e695f49015d1ce1720fed2e9,2023-11-02T05:42:36.831Z,eb87e6e7-a51d-43bb-88fa-816fd1b5bd82
1693,1186,1996983.07,1834542.4,162440.67,25954650.36,3758315.1,22212449.16,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,2554032,b8b8a71de07dc5fa3863ae151a2f30ff37d0d02b,2023-11-02T05:42:36.831Z,00d5bb90-51ce-40c8-bd02-147324803be5
1694,9850,18821508.61,15919488.9,2902019.71,18376605.51,10209897.79,7543513.67,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,4954462,db1a2d778bc77f18b6947bcd2e7e0b2c58eddc7e,2023-11-02T05:42:36.831Z,fcf56640-e31c-4c8f-8d74-f57b062e87c7
1695,1202,3509042.32,3208483.04,300559.28,23206738.62,2966351.43,20372449.16,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,3622962,24d0f97fabea0ceb48f88d589b23867ca055923f,2023-11-02T05:42:36.831Z,915b6dd9-d333-46db-be5b-31f4bb38195f
1696,,,,,6708634.83,615680.44,6086077.94,2023-11-02T00:00:00.000Z,,877049,b2b6a639c8f09b0bf51001220e67070422ec7a43,2023-11-02T04:02:44.321Z,ca1f3f0e-1359-4dc0-bcd4-352fe3d33d89
1698,,,,,3563486.84,804204.08,2791537.38,2023-11-02T00:00:00.000Z,,506120,8348e8a689c99b9f125bacb12e224e9bd4575d78,2023-11-02T04:02:44.321Z,d34530fd-ff34-406c-b36f-b494c787fc4a
1697,643,4865458.46,4068758.21,796700.25,,,,,2023-11-02T00:00:00.000Z,1638715,4ee37fcf3402040ae3097f4a8f5ac760e2813d74,2023-11-02T05:42:36.831Z,a45b99ba-68f6-4dd2-b393-1a5b718f56b5
1689,,,,,,,,,,1141292,5d5603ed40afbcd3324cc901c1dd0deda5c7e637,2023-03-18T13:22:12.883Z,ab857d0c-36ab-4d6b-b6bd-85bd4421b4f7
1699,2777,9846774.22,8178988.91,1667785.31,88439351.38,11507911.04,75731892.09,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,11181858,3ddf4ce11513bce6c460e2d84dbe3939cc91e24c,2023-11-02T05:42:36.831Z,6e5e1fcc-ec94-4bf1-8184-01748c0af45d
1701,,,,,8293666.78,1640046.85,6654062.84,2023-11-02T00:00:00.000Z,,439600,a8b8faee095bf6d6c04df126e891226e05b73f72,2023-11-02T04:02:44.321Z,34a013d1-d2b1-4f2e-893e-f5f3c8891391
1700,1443,2613838.46,2492287.94,121550.52,4843030.23,720243.04,4182022.67,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,660034,8b5afa63a951fb0848a3969805f23b8e1c498f56,2023-11-02T05:42:36.831Z,b3963f80-de5a-41c5-af12-06f6f9908957
1702,3415,6932866.4,6347786.57,585079.83,6226611.95,455841.49,5722423.08,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,2021318,89f3e0a038d1299ebb4064e08a3138cb65b6cbe9,2023-11-02T05:42:36.831Z,f8c8a33c-13b0-4fe4-888e-17ceae29507a
4739,,,,,,,,,,0,34580e697e2efae1fe59e26090cc3303e15202dd,2023-09-11T23:02:45.052Z,7a692f8f-c5de-4f69-bacc-020d5e54a512
1703,,,,,3337603.76,435292.86,2894410.76,2023-11-02T00:00:00.000Z,,423213,36408dc2c9e1320b0ca4ad3f75452302e383d2b3,2023-11-02T04:02:44.321Z,69f19242-0f39-4d0a-be2b-ce243aed8b29
1704,,,,,592556.62,57543.51,547536.61,2023-11-02T00:00:00.000Z,,31532,0dbe1d830fda0cd8cf40518dc7385d7d3b91d6e9,2023-11-02T04:02:44.321Z,8e308fee-3ca6-4f27-aa84-0effe827241f
1705,979,2518434.46,2301656.2,216778.26,12175172.49,670897.94,11293748.08,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,2957925,729c50bbfed1ffe8b5b78496b862a1de218708c6,2023-11-02T05:42:36.831Z,c982ce78-1156-4cbb-a8d5-24cf8f1e7389
1706,,,,,6109252.52,362549.23,5718317.04,2023-11-02T00:00:00.000Z,,831281,17fd7edd7b96b5e4db2234f851a55f9edc371c49,2023-11-02T04:02:44.321Z,4d419e8f-70b7-4195-88ec-c0e2e842b05f
1707,,,,,5918785.05,444131.72,5351905.66,2023-11-02T00:00:00.000Z,,231527,b699b3eb9420a9786f82bbda62e437825963f855,2023-11-02T04:02:44.321Z,613e699e-515d-4482-a962-a9fdcb449375
1708,572,2428002.26,2213415.22,214587.04,7642999.09,1142606.34,6457306.31,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,456511,b8726d84f3295cfc3f68daff1fa3fc83900b9e9e,2023-11-02T05:42:36.831Z,0c763681-8f4c-4fae-9e00-4569faf356d9
1709,6103,25681950.62,20738900.84,4943049.78,64991768.07,5013808.21,59366574.49,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,8707734,17aa93791c65c1213771ed13d952fc1cdd4d5c49,2023-11-02T05:42:36.831Z,e95ad014-d55a-4a66-8238-cd47c3a391ad
1710,,,,,12737075.85,3566927.67,7420102.25,2023-11-02T00:00:00.000Z,,1857348,8d4eb03bfab3c2fe5796d2a0eed1b2edef32ce17,2023-11-02T04:02:44.321Z,0cb056cd-1e9d-4905-b340-48ce44706eca
1711,2272,18925702.89,15020214.63,3905488.26,31811618.94,3468315.72,27390490.69,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1038831,c5047ebfc9d88ca7a76a42e46c1f0ebb299491cb,2023-11-02T05:42:36.831Z,94d6673c-1209-4de4-b8a9-f585928c5015
1712,2130,10969558.71,9226623.3,1742935.41,24196877.31,1820154.23,22347310.22,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,991359,a579280649644e0d3a77ac4f92097fd4f609dd96,2023-11-02T05:42:36.831Z,b9d5b5f5-3192-4163-ab95-30aa21a051a6
1713,,,,,2939821.65,295753.63,2178656.38,2023-11-02T00:00:00.000Z,,345661,b973dffd806531b475b0dbbd8ebf239b78fb36d7,2023-11-02T04:02:44.321Z,f5402130-bd20-4f1f-99c5-06175d02452f
1714,,,,,2306258.82,75893.92,2223734.18,2023-11-02T00:00:00.000Z,,27051,a9d0fe94727d844b9af1c3dc5026582fe97a9cd4,2023-11-02T04:02:44.321Z,5a7dec80-5bf6-4fe9-a1a2-491c0f0e2913
1715,,,,,4905985.03,201407.7,4743733.31,2023-11-02T00:00:00.000Z,,620770,67fecbb17a8a14568235a9ce31b61e2435541be8,2023-11-02T04:02:44.321Z,111511c3-ca33-4f4c-b2d8-11c0f037d253
1716,,,,,1665070.31,99059.76,1593604.14,2023-11-02T00:00:00.000Z,,149208,7ad7666909264b65883a6ac68fad3424dc04a0ca,2023-11-02T04:02:44.321Z,96ec19ea-6dec-4200-8b7a-c903236d04ad
1717,3853,19808888.8,18218886.8,1590002,31229991.27,5020333.38,26018147.42,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,4153948,628f8cd065c4b24d17e3bcd4fd16ffb6b4ab6e82,2023-11-02T05:42:36.831Z,05908a36-3657-42a5-ae3a-ad70cc30654d
1718,1200,5648799.17,4579273.47,1069525.7,15871568.64,883626.61,14840653.64,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1581929,5bf35d527d2c18741fc0074cfd786123db1e229f,2023-11-02T05:42:36.831Z,1fb48ebf-a9e1-4529-b85e-1f6acb8d7dc1
1719,3027,8012383.98,7512653.08,499730.9,10250604.99,1741864.87,8492034.94,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,3247237,526d4043f5f7890e15c143495e96833de5455066,2023-11-02T05:42:36.831Z,b435fe75-ac85-4565-9ef3-25ff53b0fa28
1720,5495,18462462.78,15067072.08,3395390.7,10749431.03,3361846.43,7358453.32,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,4523515,b6ef9f6c7145577faf1f928dcd3bb1a61a12297f,2023-11-02T05:42:36.831Z,9b9a8cdf-3209-433f-91b7-1d34bad20108
1721,,,,,1315541.44,47053.28,1265438.28,2023-11-02T00:00:00.000Z,,0,acfebc126ff8f3604923336b73db8710b25398cf,2023-11-02T04:02:44.321Z,1436f32b-2dc4-4399-a3e3-5c02f75f5a7c
1723,,,,,1295072.88,79665.35,1181170.23,2023-11-02T00:00:00.000Z,,61821,7dde0a5566f22802b7d670efe94fe40fd8342af4,2023-11-02T04:02:44.321Z,f3456db0-e150-418a-a3f7-97431681e505
1725,,,,,719520.31,15794.82,707202.55,2023-11-02T00:00:00.000Z,,3954,1ea38012820cdf2f070a79290d9e8508d4b61e57,2023-11-02T04:02:44.321Z,d550a790-697e-40f6-b4f5-7ee1b6648028
1722,557,1658875.8,1436946.52,221929.28,,,,,2023-11-02T00:00:00.000Z,159288,1845b9cdf0c35ce519b834fc45b96a2b3e293c97,2023-11-02T05:42:36.831Z,9739eb73-5333-45a8-bfed-6314a51b884c
1724,2000,5101498.73,4314722.41,786776.32,,,,,2023-11-02T00:00:00.000Z,243792,00ccfb58dc152c92a2f2da7d23869dc3a38d5b49,2023-11-02T05:42:36.831Z,0a8a5e18-f135-4ee0-86b8-6381a6a20b4f
1727,,,,,6273629.81,555114.76,5542234.48,2023-11-02T00:00:00.000Z,,1200284,dfa133c9b5d48de7db99c5ad703d515dc44a3585,2023-11-02T04:02:44.321Z,8f19cc24-08be-4cc9-b935-7488fae34ece
1726,58,432005.4,306633.18,125372.22,7797703.29,1964642.09,5559105.07,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1248152,2137b4fec2738e706b2b404dcc78df6465baddbb,2023-11-02T05:42:36.831Z,2a01dc6f-7758-4368-a724-9c0eebfca36a
1728,,,,,5571824.46,107254.64,5450630.59,2023-11-02T00:00:00.000Z,,313396,6dc685f6eec3cace430cdf70d337f75b7de4ffb5,2023-11-02T04:02:44.321Z,285e7b09-645c-4c9e-acd4-8724fb80a943
1729,1499,4468107.41,4026708.01,441399.4,16677630.18,14497502.65,2274835.58,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,2708300,577e6449dc9824e17be2a39b955f2c78929be7b9,2023-11-02T05:42:36.831Z,9530e972-7f01-4224-9d4f-1a5f08686c98
1730,767,4461751.16,3627169.48,834581.68,,,,,2023-11-02T00:00:00.000Z,454660,007f45be75d3b35a4c0e427d30db5bc452223d05,2023-11-02T05:42:36.831Z,5460ff91-d2bd-4220-a8bb-26a00e80d172
1731,2016,14938068.56,10900944.96,4037123.6,139746763.82,129969609.41,6686179.13,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,39741955.06,006a0e9daa025ba28fba2bb3559572205989d5d0,2023-11-02T05:42:36.831Z,cb617c5f-2aff-4c09-87f7-0ea5484d3ed6
1732,2999,4922508.64,4122801.46,799707.18,,,,,2023-11-02T00:00:00.000Z,802654,612b1133d67abec878740767d48d74c983760d26,2023-11-02T05:42:36.831Z,de737af5-b2f4-46a7-a1c7-fe084ee98a4f
1733,1059,6402583.39,5427021.71,975561.68,55917310.24,8074400.58,45855402.11,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,15310499,44457e352ad1605f669b1a17a9cef49c3787c8eb,2023-11-02T05:42:36.831Z,7e2eef19-3db1-40d0-bccc-a58adecc33cc
1735,,,,,98996546.81,66157314.78,29980755.51,2023-11-02T00:00:00.000Z,,9834760,f66c2cb229d2115b48ad08f497129bb30b896ef3,2023-11-02T04:02:44.321Z,a8a71b16-4e92-46bd-9f7c-611e572d0b1e
1736,,,,,24948123.75,17434937.19,7315053.96,2023-11-02T00:00:00.000Z,,2137722,4e97cb6269701a022cae28d8e1abb1e5565876a2,2023-11-02T04:02:44.321Z,0fcd74a5-57dc-4f53-8f3a-ab91eccfd4cd
1734,4020,21160441.15,17930951.94,3229489.21,61647972.98,14805955.64,44277323.8,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,9535992,81ecfcf6944f367f7a0db09d424555503286de2a,2023-11-02T05:42:36.831Z,fc8427f5-2787-489e-a476-19a369d21876
1737,,,,,28052065.58,6899645.98,20569367.2,2023-11-02T00:00:00.000Z,,4620556,502e6e4d9e3cec3ab0db0f37923bca3f6e6018ee,2023-11-02T04:02:44.321Z,8f34d128-0898-4c2e-a5d5-636dc7dc5aff
5474,,,,,,,,,,0,21f98c5285f37decb92d9dd8016fe8af3d096d5d,2023-08-10T23:03:40.004Z,4a60dbea-1b8a-415f-8d1f-6ed585c3977c
5475,,,,,,,,,,0,b8897f73c5d2c5ce6a01efc401ea3f9f5246c629,2023-08-10T23:03:40.004Z,25f5e18a-41fa-45c6-993e-dc7ea972e19e
1738,199,1928655.92,1789105.28,139550.64,1112379.14,389759.18,682088.96,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,100726,cf680a3c035a07a66b8dc40326d39209aca82294,2023-11-02T05:42:36.831Z,3ee9ac19-266c-4c25-a953-d28bd451fb5b
5476,,,,,,,,,,0,e3139070f142ebdb73df438bdab28b46d83b305a,2023-08-10T23:03:40.004Z,d741eeed-a9d4-4547-b84c-eae006241d22
1739,,,,,2895288.73,848668.63,2042503.41,2023-11-02T00:00:00.000Z,,33064,5702c08b2612cd189968d7ecb242770aabaf4aec,2023-11-02T04:02:44.321Z,4b140887-16a6-4432-9e22-ff9764ae32e9
5477,,,,,,,,,,0,bbb2dd79cc4e04f2dfeb5471bb6fcd9531257e63,2023-08-10T23:03:40.004Z,e78d9f29-2c96-4695-a14a-34432f95da0e
1740,1995,7674152.07,6753112.89,921039.18,4976848.47,1106726.53,3700701.27,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1300611,319bc5190a40851f3bcba78ebd61a1dfc161332a,2023-11-02T05:42:36.831Z,1492e366-3b82-4ec6-8dbe-acdb2ddcac23
1741,,,,,227086533.09,20961968.95,203016247.94,2023-11-02T00:00:00.000Z,,21234684,5ffd3756b66797d989f9d7dc3eb856bed7ed2041,2023-11-02T04:02:44.321Z,30d2e9a3-5585-42a3-b7d1-a2e0cfb309ce
5478,,,,,,,,,,0,5086b31fd1861d83994eacbd241e33cf56245c23,2023-08-10T23:03:40.004Z,2543a8a4-7c10-40d3-be40-be8bd37db90d
